 FASTA header,location, IDR start, IDR end
sp|Q9SV02|SCP39_ARATH Serine carboxypeptidase-like 39 OS=Arabidopsis thaliana OX=3702 GN=SCPL39 PE=2 SV=1,N-terminal,1,80
sp|Q9SWA6|SNI1_ARATH Negative regulator of systemic acquired resistance SNI1 OS=Arabidopsis thaliana OX=3702 GN=SNI1 PE=1 SV=1,N-terminal,1,38
sp|Q9SYZ9|TAF8_ARATH Transcription initiation factor TFIID subunit 8 OS=Arabidopsis thaliana OX=3702 GN=TAF8 PE=1 SV=1,C-terminal,223,353
sp|Q9T0H2|SMAP1_ARATH Small acidic protein 1 OS=Arabidopsis thaliana OX=3702 GN=SMAP1 PE=1 SV=1,IDP,1,62
tr|Q9XIA6|Q9XIA6_ARATH Small ribosomal subunit protein uS17c OS=Arabidopsis thaliana OX=3702 GN=EMB1129 PE=1 SV=1,C-terminal,84,116
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1,N-terminal,1,374
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1,middle,465,504
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1,middle,893,1126
tr|A0A1P8AP82|A0A1P8AP82_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g07690 PE=4 SV=1,N-terminal,1,144
tr|A8MSE2|A8MSE2_ARATH ECA1 gametogenesis related family protein OS=Arabidopsis thaliana OX=3702 GN=At3g45243 PE=4 SV=1,N-terminal,1,50
tr|B3H7H9|B3H7H9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g04238 PE=4 SV=1,IDP,1,64
tr|F4I9I6|F4I9I6_ARATH Myosin-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g51405 PE=1 SV=1,N-terminal,1,115
tr|F4I9I6|F4I9I6_ARATH Myosin-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g51405 PE=1 SV=1,C-terminal,416,487
tr|F4IK79|F4IK79_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g06908 PE=4 SV=1,IDP,1,137
tr|F4J1T5|F4J1T5_ARATH Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g29152 PE=4 SV=1,N-terminal,1,31
tr|F4JLS2|F4JLS2_ARATH 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=DL4195C PE=1 SV=1,N-terminal,1,81
sp|F4KG58|E70A3_ARATH Exocyst complex component EXO70A3 OS=Arabidopsis thaliana OX=3702 GN=EXO70A3 PE=1 SV=1,N-terminal,1,154
sp|O22315|SR34_ARATH Serine/arginine-rich-splicing factor SR34 OS=Arabidopsis thaliana OX=3702 GN=SR34 PE=1 SV=1,middle,79,117
sp|O22315|SR34_ARATH Serine/arginine-rich-splicing factor SR34 OS=Arabidopsis thaliana OX=3702 GN=SR34 PE=1 SV=1,C-terminal,194,303
sp|O22780|FBT9_ARATH Probable folate-biopterin transporter 9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At2g33280 PE=3 SV=2,N-terminal,1,77
sp|O22780|FBT9_ARATH Probable folate-biopterin transporter 9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At2g33280 PE=3 SV=2,C-terminal,505,538
sp|O49404|BEH3_ARATH BES1/BZR1 homolog protein 3 OS=Arabidopsis thaliana OX=3702 GN=BEH3 PE=1 SV=1,C-terminal,76,284
sp|O64903|NDK2_ARATH Nucleoside diphosphate kinase II; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NDPK2 PE=1 SV=2,N-terminal,1,74
tr|O81793|O81793_ARATH Zinc finger (C2H2 type) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g35610 PE=1 SV=1,N-terminal,1,136
tr|O81793|O81793_ARATH Zinc finger (C2H2 type) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g35610 PE=1 SV=1,C-terminal,194,271
sp|O82239|RFI2_ARATH E3 ubiquitin-protein ligase RFI2 OS=Arabidopsis thaliana OX=3702 GN=RFI2 PE=1 SV=2,N-terminal,1,38
sp|O82239|RFI2_ARATH E3 ubiquitin-protein ligase RFI2 OS=Arabidopsis thaliana OX=3702 GN=RFI2 PE=1 SV=2,C-terminal,143,358
sp|P0DKG4|MCC07_ARATH MATH domain and coiled-coil domain-containing protein At2g42465 OS=Arabidopsis thaliana OX=3702 GN=At2g42465 PE=4 SV=1,C-terminal,381,415
sp|P30188|CML35_ARATH Probable calcium-binding protein CML35 OS=Arabidopsis thaliana OX=3702 GN=CML35 PE=2 SV=2,N-terminal,1,63
sp|Q39221|STLP2_ARATH SEC12-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=STL2P PE=1 SV=4,N-terminal,1,69
tr|Q3EDK7|Q3EDK7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g02320 PE=4 SV=1,IDP,1,48
tr|Q682H4|Q682H4_ARATH Structure-specific endonuclease subunit SLX1 homolog OS=Arabidopsis thaliana OX=3702 GN=HIGLE PE=1 SV=1,N-terminal,1,31
tr|Q682H4|Q682H4_ARATH Structure-specific endonuclease subunit SLX1 homolog OS=Arabidopsis thaliana OX=3702 GN=HIGLE PE=1 SV=1,C-terminal,177,368
sp|Q6NQK2|NAC8_ARATH SUPPRESSOR OF GAMMA RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=SOG1 PE=1 SV=1,C-terminal,214,449
tr|Q7Y205|Q7Y205_ARATH Quinoprotein amine dehydrogenase; beta chain-like RIC1-like guanyl-nucleotide exchange factor OS=Arabidopsis thaliana OX=3702 GN=At5g28440 PE=2 SV=1,IDP,1,84
tr|Q8L602|Q8L602_ARATH CCT motif family protein OS=Arabidopsis thaliana OX=3702 GN=CCT101 PE=1 SV=1,IDP,1,264
tr|Q8L641|Q8L641_ARATH DNA binding protein OS=Arabidopsis thaliana OX=3702 GN=At3g52170 PE=1 SV=1,IDP,1,499
sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1,middle,85,257
sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1,C-terminal,1055,1101
tr|Q8VYN5|Q8VYN5_ARATH Pathogenesis-related thaumatin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g38660 PE=1 SV=1,N-terminal,1,32
tr|Q8VYN5|Q8VYN5_ARATH Pathogenesis-related thaumatin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g38660 PE=1 SV=1,C-terminal,247,345
tr|Q93ZC6|Q93ZC6_ARATH At4g31872/At4g31872 OS=Arabidopsis thaliana OX=3702 GN=At4g31875 PE=2 SV=1,C-terminal,90,138
tr|Q9C5N4|Q9C5N4_ARATH Transducin/WD40 repeat-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g55680 PE=1 SV=1,N-terminal,1,60
sp|Q9C633|AGL97_ARATH Agamous-like MADS-box protein AGL97 OS=Arabidopsis thaliana OX=3702 GN=AGL97 PE=1 SV=1,C-terminal,152,266
sp|Q9C6G0|DEXH4_ARATH DExH-box ATP-dependent RNA helicase DExH4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g58050 PE=3 SV=1,N-terminal,1,354
sp|Q9C6G0|DEXH4_ARATH DExH-box ATP-dependent RNA helicase DExH4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g58050 PE=3 SV=1,middle,533,576
sp|Q9FFF9|APC1_ARATH Anaphase-promoting complex subunit 1 OS=Arabidopsis thaliana OX=3702 GN=APC1 PE=2 SV=1,middle,145,211
tr|Q9FGX3|Q9FGX3_ARATH AT5g49440/K7J8_12 OS=Arabidopsis thaliana OX=3702 GN=At5g49440 PE=2 SV=1,IDP,1,181
tr|Q9FIL6|Q9FIL6_ARATH At5g58950 OS=Arabidopsis thaliana OX=3702 GN=At5g58950 PE=1 SV=1,N-terminal,1,189
sp|Q9FL87|CRR7_ARATH Protein CHLORORESPIRATORY REDUCTION 7; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CRR7 PE=2 SV=1,N-terminal,1,89
sp|Q9FLP0|MA651_ARATH 65-kDa microtubule-associated protein 1 OS=Arabidopsis thaliana OX=3702 GN=MAP65-1 PE=1 SV=1,C-terminal,479,587
tr|Q9FLX2|Q9FLX2_ARATH AT hook motif-containing protein OS=Arabidopsis thaliana OX=3702 GN=MXC20.12 PE=1 SV=1,N-terminal,1,47
tr|Q9FLX2|Q9FLX2_ARATH AT hook motif-containing protein OS=Arabidopsis thaliana OX=3702 GN=MXC20.12 PE=1 SV=1,C-terminal,106,385
tr|Q9FM05|Q9FM05_ARATH At5g62910 OS=Arabidopsis thaliana OX=3702 GN=MQB2.23 PE=1 SV=1,N-terminal,1,219
sp|Q9FM66|PLY21_ARATH Putative pectate lyase 21 OS=Arabidopsis thaliana OX=3702 GN=At5g55720 PE=3 SV=1,N-terminal,1,48
sp|Q9FMW5|GEML7_ARATH GEM-like protein 7 OS=Arabidopsis thaliana OX=3702 GN=At5g23360 PE=2 SV=1,N-terminal,1,64
sp|Q9FN75|AATPI_ARATH AAA-ATPase At5g17760 OS=Arabidopsis thaliana OX=3702 GN=At5g17760 PE=3 SV=1,C-terminal,472,505
sp|Q9FNH4|NUD27_ARATH Nudix hydrolase 27; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NUDT27 PE=1 SV=1,N-terminal,1,61
sp|Q9LH50|RAA4D_ARATH Ras-related protein RABA4d OS=Arabidopsis thaliana OX=3702 GN=RABA4D PE=1 SV=1,C-terminal,185,222
sp|Q9LIK0|PKP1_ARATH Plastidial pyruvate kinase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PKP1 PE=1 SV=1,N-terminal,1,107
sp|Q9LQ16|PPR94_ARATH Pentatricopeptide repeat-containing protein At1g62910 OS=Arabidopsis thaliana OX=3702 GN=At1g62910 PE=2 SV=1,N-terminal,1,49
sp|Q9LQQ8|PBL5_ARATH Probable serine/threonine-protein kinase PBL5 OS=Arabidopsis thaliana OX=3702 GN=PBL5 PE=2 SV=1,N-terminal,1,74
sp|Q9LQQ8|PBL5_ARATH Probable serine/threonine-protein kinase PBL5 OS=Arabidopsis thaliana OX=3702 GN=PBL5 PE=2 SV=1,C-terminal,383,423
sp|Q9LS90|LFR_ARATH Armadillo repeat-containing protein LFR OS=Arabidopsis thaliana OX=3702 GN=LFR PE=1 SV=1,N-terminal,1,54
sp|Q9LS90|LFR_ARATH Armadillo repeat-containing protein LFR OS=Arabidopsis thaliana OX=3702 GN=LFR PE=1 SV=1,middle,149,194
sp|Q9LUA3|NIMI2_ARATH Protein NIM1-INTERACTING 2 OS=Arabidopsis thaliana OX=3702 GN=NIMIN-2 PE=1 SV=1,IDP,1,122
sp|Q9LUH9|EPFL5_ARATH EPIDERMAL PATTERNING FACTOR-like protein 5 OS=Arabidopsis thaliana OX=3702 GN=EPFL5 PE=1 SV=1,N-terminal,1,54
sp|Q9LVM2|NDHN_ARATH NAD(P)H-quinone oxidoreductase subunit N; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ndhN PE=1 SV=1,N-terminal,1,45
tr|Q9LW16|Q9LW16_ARATH AT3g15630/MSJ11_3 OS=Arabidopsis thaliana OX=3702 GN=At3g15630 PE=2 SV=1,N-terminal,1,56
tr|Q9LZQ3|Q9LZQ3_ARATH Heme binding protein OS=Arabidopsis thaliana OX=3702 GN=T12C14_70 PE=1 SV=1,C-terminal,308,361
sp|Q9M0G4|TYDC2_ARATH Tyrosine decarboxylase 2 OS=Arabidopsis thaliana OX=3702 GN=TYRDC PE=1 SV=1,N-terminal,1,56
sp|Q9M115|ZDH16_ARATH Protein S-acyltransferase 18 OS=Arabidopsis thaliana OX=3702 GN=PAT18 PE=2 SV=2,middle,124,157
sp|Q9M115|ZDH16_ARATH Protein S-acyltransferase 18 OS=Arabidopsis thaliana OX=3702 GN=PAT18 PE=2 SV=2,C-terminal,297,508
sp|Q9M897|DMP5_ARATH Protein DMP5 OS=Arabidopsis thaliana OX=3702 GN=DMP5 PE=2 SV=1,N-terminal,1,41
sp|Q9M8K2|REM21_ARATH B3 domain-containing protein REM21 OS=Arabidopsis thaliana OX=3702 GN=REM21 PE=3 SV=1,N-terminal,1,46
sp|Q9M8K2|REM21_ARATH B3 domain-containing protein REM21 OS=Arabidopsis thaliana OX=3702 GN=REM21 PE=3 SV=1,middle,129,215
sp|Q9S841|PSBO2_ARATH Oxygen-evolving enhancer protein 1-2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSBO2 PE=1 SV=1,N-terminal,1,88
sp|Q9SDA8|FBL10_ARATH F-box/LRR-repeat protein 10 OS=Arabidopsis thaliana OX=3702 GN=FBL10 PE=2 SV=1,C-terminal,597,656
sp|Q9SHQ8|HIP4_ARATH Heavy metal-associated isoprenylated plant protein 4 OS=Arabidopsis thaliana OX=3702 GN=HIPP04 PE=3 SV=2,middle,78,109
sp|Q9SHQ8|HIP4_ARATH Heavy metal-associated isoprenylated plant protein 4 OS=Arabidopsis thaliana OX=3702 GN=HIPP04 PE=3 SV=2,middle,176,236
tr|Q9SIL4|Q9SIL4_ARATH At2g20550 OS=Arabidopsis thaliana OX=3702 GN=At2g20550 PE=1 SV=1,N-terminal,1,114
sp|Q9SIY5|RER5_ARATH Protein RETICULATA-RELATED 5; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER5 PE=2 SV=1,N-terminal,1,133
sp|Q9SIY5|RER5_ARATH Protein RETICULATA-RELATED 5; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER5 PE=2 SV=1,C-terminal,697,735
sp|Q9SK55|NAC42_ARATH Transcription factor JUNGBRUNNEN 1 OS=Arabidopsis thaliana OX=3702 GN=JUB1 PE=1 SV=1,C-terminal,169,275
sp|Q9SLL7|RL311_ARATH Large ribosomal subunit protein eL31z OS=Arabidopsis thaliana OX=3702 GN=RPL31A PE=3 SV=1,C-terminal,78,119
tr|Q9SN77|Q9SN77_ARATH Transcription regulator/ zinc ion binding protein OS=Arabidopsis thaliana OX=3702 GN=F1P2.160 PE=1 SV=1,middle,86,138
tr|Q9SN77|Q9SN77_ARATH Transcription regulator/ zinc ion binding protein OS=Arabidopsis thaliana OX=3702 GN=F1P2.160 PE=1 SV=1,C-terminal,302,408
sp|Q9SQZ9|PITH1_ARATH PITH domain-containing protein At3g04780 OS=Arabidopsis thaliana OX=3702 GN=At3g04780 PE=1 SV=2,N-terminal,1,53
tr|Q9STI8|Q9STI8_ARATH Maspardin OS=Arabidopsis thaliana OX=3702 GN=At4g12230 PE=1 SV=1,middle,277,345
sp|Q9SX90|PUP20_ARATH Putative purine permease 20 OS=Arabidopsis thaliana OX=3702 GN=PUP20 PE=5 SV=1,N-terminal,1,34
sp|Q9T068|EPFL2_ARATH EPIDERMAL PATTERNING FACTOR-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=EPFL2 PE=2 SV=1,IDP,1,128
sp|Q9XEE8|P2C30_ARATH Probable protein phosphatase 2C 30 OS=Arabidopsis thaliana OX=3702 GN=PP2C5 PE=2 SV=1,N-terminal,1,115
tr|A0A1I9LLJ3|A0A1I9LLJ3_ARATH Spc97 / Spc98 family of spindle pole body (SBP) component OS=Arabidopsis thaliana OX=3702 GN=At3g43610 PE=1 SV=1,N-terminal,1,54
tr|A0A1I9LLJ3|A0A1I9LLJ3_ARATH Spc97 / Spc98 family of spindle pole body (SBP) component OS=Arabidopsis thaliana OX=3702 GN=At3g43610 PE=1 SV=1,middle,460,845
tr|A0A1P8ATJ3|A0A1P8ATJ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g60670 PE=1 SV=1,N-terminal,1,47
tr|A0A1P8ATJ3|A0A1P8ATJ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g60670 PE=1 SV=1,middle,108,151
tr|A0A1P8B8C5|A0A1P8B8C5_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g00925 PE=4 SV=1,IDP,1,41
tr|A0A1P8BBX7|A0A1P8BBX7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=MGN6.6 PE=4 SV=1,C-terminal,116,151
tr|A0A1P8BGM4|A0A1P8BGM4_ARATH Lysine histidine transporter-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g39715 PE=4 SV=1,IDP,1,111
tr|B3H473|B3H473_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At5g17847 PE=4 SV=1,IDP,1,42
tr|B3H5P3|B3H5P3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At3g14981 PE=4 SV=1,IDP,1,72
tr|B3H608|B3H608_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g29679 PE=4 SV=1,IDP,1,40
tr|F4I2E4|F4I2E4_ARATH RNA-binding (RRM/RBD/RNP motifs) family protein OS=Arabidopsis thaliana OX=3702 GN=At1g76460 PE=1 SV=1,C-terminal,96,285
tr|F4IXJ9|F4IXJ9_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At3g21351 PE=4 SV=1,IDP,1,72
tr|F4J8U4|F4J8U4_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At3g18700 PE=4 SV=1,C-terminal,123,174
tr|F4JKN4|F4JKN4_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g34310 PE=1 SV=1,N-terminal,1,112
tr|F4JKN4|F4JKN4_ARATH Alpha/beta-Hydrolases superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g34310 PE=1 SV=1,middle,856,950
sp|O22042|M3K3_ARATH Mitogen-activated protein kinase kinase kinase 3 OS=Arabidopsis thaliana OX=3702 GN=ANP3 PE=1 SV=1,N-terminal,1,64
sp|O22042|M3K3_ARATH Mitogen-activated protein kinase kinase kinase 3 OS=Arabidopsis thaliana OX=3702 GN=ANP3 PE=1 SV=1,C-terminal,327,651
sp|O22210|MYBC1_ARATH Transcription factor MYBC1 OS=Arabidopsis thaliana OX=3702 GN=MYBC1 PE=1 SV=1,N-terminal,1,107
sp|O22210|MYBC1_ARATH Transcription factor MYBC1 OS=Arabidopsis thaliana OX=3702 GN=MYBC1 PE=1 SV=1,C-terminal,166,248
sp|O23341|OFP11_ARATH Transcription repressor OFP11 OS=Arabidopsis thaliana OX=3702 GN=OFP11 PE=2 SV=1,N-terminal,1,98
tr|O80782|O80782_ARATH At2g34330 OS=Arabidopsis thaliana OX=3702 GN=At2g34330 PE=2 SV=1,IDP,1,143
sp|O82189|RDR4_ARATH Probable RNA-dependent RNA polymerase 4 OS=Arabidopsis thaliana OX=3702 GN=RDR4 PE=3 SV=2,middle,103,136
sp|P14714|PHYC_ARATH Phytochrome C OS=Arabidopsis thaliana OX=3702 GN=PHYC PE=1 SV=1,N-terminal,1,59
sp|Q0WTB4|Y3725_ARATH GTP-binding protein At3g49725; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g49725 PE=2 SV=2,N-terminal,1,106
sp|Q0WTB4|Y3725_ARATH GTP-binding protein At3g49725; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At3g49725 PE=2 SV=2,C-terminal,474,620
tr|Q1G3N4|Q1G3N4_ARATH TPRXL OS=Arabidopsis thaliana OX=3702 GN=At3g55646 PE=2 SV=1,IDP,1,146
tr|Q1PDZ3|Q1PDZ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g07380 PE=2 SV=1,middle,267,363
tr|Q1PDZ3|Q1PDZ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g07380 PE=2 SV=1,C-terminal,467,642
sp|Q39026|MPK6_ARATH Mitogen-activated protein kinase 6 OS=Arabidopsis thaliana OX=3702 GN=MPK6 PE=1 SV=1,N-terminal,1,35
sp|Q4TU14|RHF1A_ARATH E3 ubiquitin-protein ligase RHF1A OS=Arabidopsis thaliana OX=3702 GN=RHF1A PE=1 SV=1,N-terminal,1,48
sp|Q4TU14|RHF1A_ARATH E3 ubiquitin-protein ligase RHF1A OS=Arabidopsis thaliana OX=3702 GN=RHF1A PE=1 SV=1,middle,114,261
sp|Q4TU14|RHF1A_ARATH E3 ubiquitin-protein ligase RHF1A OS=Arabidopsis thaliana OX=3702 GN=RHF1A PE=1 SV=1,C-terminal,316,371
sp|Q5XEM9|ALFL5_ARATH PHD finger protein ALFIN-LIKE 5 OS=Arabidopsis thaliana OX=3702 GN=AL5 PE=2 SV=1,middle,138,207
sp|Q6A333|ALY2_ARATH Protein ALWAYS EARLY 2 OS=Arabidopsis thaliana OX=3702 GN=ALY2 PE=1 SV=1,N-terminal,1,37
sp|Q6A333|ALY2_ARATH Protein ALWAYS EARLY 2 OS=Arabidopsis thaliana OX=3702 GN=ALY2 PE=1 SV=1,middle,113,609
sp|Q6A333|ALY2_ARATH Protein ALWAYS EARLY 2 OS=Arabidopsis thaliana OX=3702 GN=ALY2 PE=1 SV=1,middle,802,855
sp|Q6A333|ALY2_ARATH Protein ALWAYS EARLY 2 OS=Arabidopsis thaliana OX=3702 GN=ALY2 PE=1 SV=1,middle,938,983
sp|Q7G1L2|RAP26_ARATH Ethylene-responsive transcription factor RAP2-6 OS=Arabidopsis thaliana OX=3702 GN=RAP2-6 PE=2 SV=2,IDP,1,192
sp|Q84W56|RNJ_ARATH Ribonuclease J OS=Arabidopsis thaliana OX=3702 GN=RNJ PE=1 SV=1,N-terminal,1,91
sp|Q84W56|RNJ_ARATH Ribonuclease J OS=Arabidopsis thaliana OX=3702 GN=RNJ PE=1 SV=1,middle,673,823
tr|Q84WM1|Q84WM1_ARATH At5g44005 OS=Arabidopsis thaliana OX=3702 GN=At5g44005 PE=1 SV=1,IDP,1,94
sp|Q84WU0|OFUT5_ARATH O-fucosyltransferase 5 OS=Arabidopsis thaliana OX=3702 GN=OFUT5 PE=2 SV=1,N-terminal,1,59
sp|Q84Y18|CXIP4_ARATH CAX-interacting protein 4 OS=Arabidopsis thaliana OX=3702 GN=CXIP4 PE=1 SV=2,IDP,1,332
sp|Q8L4R0|TGD1_ARATH Protein TRIGALACTOSYLDIACYLGLYCEROL 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TGD1 PE=1 SV=1,N-terminal,1,91
sp|Q8L9K4|SOFL5_ARATH Protein SOB FIVE-LIKE 5 OS=Arabidopsis thaliana OX=3702 GN=SOFL5 PE=2 SV=1,IDP,1,170
sp|Q8RWJ4|GDL45_ARATH GDSL esterase/lipase At2g36325 OS=Arabidopsis thaliana OX=3702 GN=At2g36325 PE=2 SV=2,N-terminal,1,38
sp|Q8S9L5|TIG_ARATH Trigger factor-like protein TIG; Chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TIG PE=1 SV=1,N-terminal,1,108
tr|Q8VZD1|Q8VZD1_ARATH At5g08400/F8L15_130 OS=Arabidopsis thaliana OX=3702 GN=At5g08400 PE=1 SV=1,N-terminal,1,78
sp|Q8W4L3|BSK3_ARATH Serine/threonine-protein kinase BSK3 OS=Arabidopsis thaliana OX=3702 GN=BSK3 PE=1 SV=1,N-terminal,1,35
sp|Q93ZQ5|SPXM3_ARATH SPX domain-containing membrane protein At4g22990 OS=Arabidopsis thaliana OX=3702 GN=At4g22990 PE=2 SV=2,middle,436,498
sp|Q940Z2|ARP5_ARATH Actin-related protein 5 OS=Arabidopsis thaliana OX=3702 GN=ARP5 PE=1 SV=2,middle,356,549
tr|Q941A9|Q941A9_ARATH At1g26300/F28B23_4 OS=Arabidopsis thaliana OX=3702 GN=At1g26300 PE=1 SV=1,N-terminal,1,68
tr|Q941A9|Q941A9_ARATH At1g26300/F28B23_4 OS=Arabidopsis thaliana OX=3702 GN=At1g26300 PE=1 SV=1,C-terminal,224,316
tr|Q94AA3|Q94AA3_ARATH AT3g09210/F3L24_8 OS=Arabidopsis thaliana OX=3702 GN=PTAC13 PE=1 SV=1,N-terminal,1,38
tr|Q94AA3|Q94AA3_ARATH AT3g09210/F3L24_8 OS=Arabidopsis thaliana OX=3702 GN=PTAC13 PE=1 SV=1,middle,242,282
tr|Q9C7T2|Q9C7T2_ARATH At1g72230/T9N14_17 OS=Arabidopsis thaliana OX=3702 GN=At1g72230 PE=1 SV=1,C-terminal,119,181
sp|Q9C9Z7|Y3857_ARATH BTB/POZ domain-containing protein At3g08570 OS=Arabidopsis thaliana OX=3702 GN=At3g08570 PE=2 SV=2,C-terminal,494,617
tr|Q9FG44|Q9FG44_ARATH At5g37440 OS=Arabidopsis thaliana OX=3702 GN=At5g37440 PE=2 SV=1,C-terminal,203,287
sp|Q9FLE4|GUF1_ARATH Translation factor GUF1 homolog; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g39900 PE=2 SV=1,N-terminal,1,59
sp|Q9FM65|FLA1_ARATH Fasciclin-like arabinogalactan protein 1 OS=Arabidopsis thaliana OX=3702 GN=FLA1 PE=1 SV=1,C-terminal,330,424
sp|Q9FM91|FBD23_ARATH Putative FBD-associated F-box protein At5g56400 OS=Arabidopsis thaliana OX=3702 GN=At5g56400 PE=4 SV=2,N-terminal,1,31
sp|Q9FV81|GATB_ARATH Glutamyl-tRNA(Gln) amidotransferase subunit B; chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GATB PE=2 SV=1,N-terminal,1,60
sp|Q9LFV6|RPOT2_ARATH DNA-directed RNA polymerase 2; chloroplastic/mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RPOT2 PE=1 SV=1,N-terminal,1,168
sp|Q9LLR6|NLTP4_ARATH Non-specific lipid-transfer protein 4 OS=Arabidopsis thaliana OX=3702 GN=LTP4 PE=3 SV=1,IDP,1,112
sp|Q9LM75|FBK6_ARATH Putative F-box/kelch-repeat protein At1g20790 OS=Arabidopsis thaliana OX=3702 GN=At1g20790 PE=4 SV=1,C-terminal,356,435
tr|Q9LPF5|Q9LPF5_ARATH Adenine nucleotide alpha hydrolases-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g44760 PE=1 SV=1,N-terminal,1,61
sp|Q9M8M6|WRK66_ARATH Probable WRKY transcription factor 66 OS=Arabidopsis thaliana OX=3702 GN=WRKY66 PE=2 SV=1,C-terminal,152,235
tr|Q9M9C4|Q9M9C4_ARATH Core-2/I-branching beta-1;6-N-acetylglucosaminyltransferase family protein OS=Arabidopsis thaliana OX=3702 GN=At1g68390 PE=1 SV=1,N-terminal,1,110
sp|Q9S7I0|TADA_ARATH tRNA(adenine(34)) deaminase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TADA PE=1 SV=1,N-terminal,1,1085
sp|Q9S7I0|TADA_ARATH tRNA(adenine(34)) deaminase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TADA PE=1 SV=1,C-terminal,1220,1307
sp|Q9S7P3|KN7N_ARATH Kinesin-like protein KIN-7N OS=Arabidopsis thaliana OX=3702 GN=KIN7N PE=2 SV=1,middle,409,536
sp|Q9S7P3|KN7N_ARATH Kinesin-like protein KIN-7N OS=Arabidopsis thaliana OX=3702 GN=KIN7N PE=2 SV=1,middle,610,656
