IDR ID, asphericity, scaling_exponent,Normalized Rg (A),Normalized Re (A)
sp|Q9FF86|DCR_ARATH BAHD acyltransferase DCR OS=Arabidopsis thaliana OX=3702 GN=DCR PE=2 SV=1_450_484,0.411,0.544,0.005345792818958621,0.010605017215937047
sp|Q9FG24|SRF2_ARATH Protein STRUBBELIG-RECEPTOR FAMILY 2 OS=Arabidopsis thaliana OX=3702 GN=SRF2 PE=1 SV=1_268_393,0.416,0.532,0.08767942080228985,0.10333497294638468
sp|Q9FG24|SRF2_ARATH Protein STRUBBELIG-RECEPTOR FAMILY 2 OS=Arabidopsis thaliana OX=3702 GN=SRF2 PE=1 SV=1_700_735,0.442,0.555,0.011912278486340869,0.021032956222331534
sp|Q9FGQ9|FLZ1_ARATH FCS-Like Zinc finger 1 OS=Arabidopsis thaliana OX=3702 GN=FLZ1 PE=1 SV=1_1_87,0.357,0.435,0.040830071136928055,0.04804722085587801
sp|Q9FGQ9|FLZ1_ARATH FCS-Like Zinc finger 1 OS=Arabidopsis thaliana OX=3702 GN=FLZ1 PE=1 SV=1_143_177,0.44,0.544,0.009470892789493623,0.019793408755533693
tr|Q9FGX6|Q9FGX6_ARATH At5g49410 OS=Arabidopsis thaliana OX=3702 GN=At5g49410 PE=1 SV=1_1_31,0.432,0.578,0.008166014227385611,0.01762911952779145
tr|Q9FHG3|Q9FHG3_ARATH 16S rRNA processing protein RimM family OS=Arabidopsis thaliana OX=3702 GN=At5g46420 PE=1 SV=1_1_79,0.423,0.538,0.05400513532853475,0.06536153467781604
sp|Q9FHN4|PME60_ARATH Probable pectinesterase/pectinesterase inhibitor 60 OS=Arabidopsis thaliana OX=3702 GN=PME60 PE=2 SV=1_1_41,0.442,0.561,0.02007829271372647,0.02787998032464338
sp|Q9FI73|TDPC2_ARATH Mitochondrial thiamine diphosphate carrier 2 OS=Arabidopsis thaliana OX=3702 GN=At5g48970 PE=2 SV=1_1_34,0.461,0.592,0.010944142778970408,0.02083620265617314
tr|Q9FLJ3|Q9FLJ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g61412 PE=1 SV=1_1_77,0.435,0.562,0.04554447110325377,0.0591834727004427
sp|Q9FLQ4|ODO2A_ARATH Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g55070 PE=1 SV=1_1_57,0.432,0.534,0.031611735488487606,0.04190850959173635
sp|Q9FLQ4|ODO2A_ARATH Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=At5g55070 PE=1 SV=1_159_239,0.453,0.573,0.07517784232015827,0.09271028037383179
sp|Q9FQ20|SCC12_ARATH Sister chromatid cohesion 1 protein 2 OS=Arabidopsis thaliana OX=3702 GN=SYN2 PE=2 SV=2_1_728,0.415,0.553,0.34288841183651136,0.370113133300541
sp|Q9FVQ5|OSC18_ARATH Hyperosmolality-gated Ca2+ permeable channel 1.8 OS=Arabidopsis thaliana OX=3702 GN=OSCA1.8 PE=1 SV=1_701_806,0.378,0.518,0.06410742097066127,0.06388588293162813
sp|Q9LDV4|ALAT2_ARATH Alanine aminotransferase 2; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=ALAAT2 PE=1 SV=1_1_63,0.429,0.535,0.04112472113482341,0.05044761436301034
sp|Q9LEW3|AED1_ARATH Aspartyl protease AED1 OS=Arabidopsis thaliana OX=3702 GN=AED1 PE=2 SV=1_1_34,0.442,0.586,0.008123921370543418,0.01735366453516971
tr|Q9LIM3|Q9LIM3_ARATH Serine/arginine repetitive matrix protein OS=Arabidopsis thaliana OX=3702 GN=At3g15110/F4B12_2 PE=1 SV=1_42_339,0.398,0.539,0.17489582017931557,0.19809149040826363
sp|Q9LJG8|ASIL2_ARATH Trihelix transcription factor ASIL2 OS=Arabidopsis thaliana OX=3702 GN=ASIL2 PE=1 SV=1_1_82,0.452,0.565,0.06419160668434566,0.07728480078701426
sp|Q9LJG8|ASIL2_ARATH Trihelix transcription factor ASIL2 OS=Arabidopsis thaliana OX=3702 GN=ASIL2 PE=1 SV=1_174_349,0.412,0.536,0.11146188491812939,0.13241515002459422
sp|Q9LJG8|ASIL2_ARATH Trihelix transcription factor ASIL2 OS=Arabidopsis thaliana OX=3702 GN=ASIL2 PE=1 SV=1_408_443,0.418,0.53,0.007492528517910508,0.01454008853910478
sp|Q9LQW4|CAP15_ARATH Putative clathrin assembly protein At1g14686 OS=Arabidopsis thaliana OX=3702 GN=At1g14686 PE=3 SV=1_283_339,0.468,0.598,0.04554447110325377,0.06311854402361042
tr|Q9LZC2|Q9LZC2_ARATH Emb|CAB85507.1 OS=Arabidopsis thaliana OX=3702 GN=F8F6_80 PE=1 SV=1_1_191,0.414,0.551,0.1298143705013259,0.15053615346778162
sp|Q9M0S8|DNMT2_ARATH DNA (cytosine-5)-methyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=MET2 PE=2 SV=1_1_81,0.428,0.549,0.05741465673275245,0.07146089522872603
sp|Q9M0S8|DNMT2_ARATH DNA (cytosine-5)-methyltransferase 2 OS=Arabidopsis thaliana OX=3702 GN=MET2 PE=2 SV=1_629_683,0.444,0.569,0.03460032832428337,0.04700442695523857
tr|Q9M8K0|Q9M8K0_ARATH At3g06180 OS=Arabidopsis thaliana OX=3702 GN=At3g06180 PE=2 SV=1_1_47,0.442,0.577,0.025003156964263164,0.036143630103295625
sp|Q9MA93|GRDH2_ARATH Glucose and ribitol dehydrogenase homolog 2 OS=Arabidopsis thaliana OX=3702 GN=At3g05260 PE=2 SV=1_1_32,0.443,0.591,0.01115460706318138,0.021623216920806685
sp|Q9SAK0|PP132_ARATH Pentatricopeptide repeat-containing protein At1g79490; mitochondrial OS=Arabidopsis thaliana OX=3702 GN=EMB2217 PE=2 SV=1_1_135,0.399,0.527,0.08721639937702572,0.10429906542056076
tr|Q9SJ65|Q9SJ65_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At2g35850 PE=4 SV=1_1_80,0.421,0.55,0.05438397104011449,0.06547958681751107
sp|Q9SJA6|RZ22A_ARATH Serine/arginine-rich splicing factor RSZ22A OS=Arabidopsis thaliana OX=3702 GN=RSZ22A PE=1 SV=1_64_196,0.435,0.53,0.09529822789072695,0.10644367929168717
sp|Q9SKP6|TPIC_ARATH Triosephosphate isomerase; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=TIM PE=1 SV=1_1_56,0.419,0.556,0.03266405690954245,0.04363994097393016
sp|Q9SRQ3|PE191_ARATH Peroxisome biogenesis protein 19-1 OS=Arabidopsis thaliana OX=3702 GN=PEX19-1 PE=1 SV=1_1_75,0.407,0.529,0.04680725680851959,0.05625184456468273
sp|Q9SV02|SCP39_ARATH Serine carboxypeptidase-like 39 OS=Arabidopsis thaliana OX=3702 GN=SCPL39 PE=2 SV=1_1_80,0.409,0.522,0.04693353537904618,0.05922282341367438
sp|Q9SWA6|SNI1_ARATH Negative regulator of systemic acquired resistance SNI1 OS=Arabidopsis thaliana OX=3702 GN=SNI1 PE=1 SV=1_1_38,0.453,0.578,0.01283832133686913,0.023039842597147083
sp|Q9SYZ9|TAF8_ARATH Transcription initiation factor TFIID subunit 8 OS=Arabidopsis thaliana OX=3702 GN=TAF8 PE=1 SV=1_223_353,0.415,0.54,0.08818453508439617,0.10307919331037875
sp|Q9T0H2|SMAP1_ARATH Small acidic protein 1 OS=Arabidopsis thaliana OX=3702 GN=SMAP1 PE=1 SV=1_1_62,0.46,0.588,0.04478679968009428,0.05788489916379734
tr|Q9XIA6|Q9XIA6_ARATH Small ribosomal subunit protein uS17c OS=Arabidopsis thaliana OX=3702 GN=EMB1129 PE=1 SV=1_84_116,0.452,0.594,0.00926042850528265,0.021032956222331534
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1_1_374,0.405,0.551,0.20633918424043438,0.22933595671421547
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1_465_504,0.438,0.556,0.014227385612661535,0.02195769798327595
sp|Q9ZV43|CHR8_ARATH Protein CHROMATIN REMODELING 8 OS=Arabidopsis thaliana OX=3702 GN=CHR8 PE=2 SV=1_893_1126,0.398,0.544,0.1442522203981984,0.1654500737825873
tr|A0A1P8AP82|A0A1P8AP82_ARATH Transmembrane protein OS=Arabidopsis thaliana OX=3702 GN=At1g07690 PE=4 SV=1_1_144,0.408,0.556,0.10274866355179525,0.12419085095917365
tr|A8MSE2|A8MSE2_ARATH ECA1 gametogenesis related family protein OS=Arabidopsis thaliana OX=3702 GN=At3g45243 PE=4 SV=1_1_50,0.447,0.569,0.032411499768489276,0.04432857845548451
tr|B3H7H9|B3H7H9_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At5g04238 PE=4 SV=1_1_64,0.415,0.555,0.037757292587447915,0.051175602557796365
tr|F4I9I6|F4I9I6_ARATH Myosin-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g51405 PE=1 SV=1_1_115,0.41,0.543,0.07825062086963841,0.09219872110181997
tr|F4I9I6|F4I9I6_ARATH Myosin-like protein OS=Arabidopsis thaliana OX=3702 GN=At1g51405 PE=1 SV=1_416_487,0.435,0.556,0.05030096392642168,0.06599114608952289
tr|F4IK79|F4IK79_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At2g06908 PE=4 SV=1_1_137,0.415,0.542,0.09184661362966705,0.10648303000491885
tr|F4J1T5|F4J1T5_ARATH Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At3g29152 PE=4 SV=1_1_31,0.466,0.587,0.010439028496864077,0.021977373339891783
tr|F4JLS2|F4JLS2_ARATH 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein OS=Arabidopsis thaliana OX=3702 GN=DL4195C PE=1 SV=1_1_81,0.414,0.557,0.0557309424590647,0.06890309886866701
sp|F4KG58|E70A3_ARATH Exocyst complex component EXO70A3 OS=Arabidopsis thaliana OX=3702 GN=EXO70A3 PE=1 SV=1_1_154,0.406,0.54,0.10338005640442816,0.12127889818002952
sp|O22315|SR34_ARATH Serine/arginine-rich-splicing factor SR34 OS=Arabidopsis thaliana OX=3702 GN=SR34 PE=1 SV=1_79_117,0.43,0.558,0.009049964221071679,0.021780619773733405
sp|O22315|SR34_ARATH Serine/arginine-rich-splicing factor SR34 OS=Arabidopsis thaliana OX=3702 GN=SR34 PE=1 SV=1_194_303,0.472,0.598,0.0984551921538915,0.12041318248893262
sp|O22780|FBT9_ARATH Probable folate-biopterin transporter 9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At2g33280 PE=3 SV=2_1_77,0.433,0.577,0.059224649576966784,0.07494343334972947
sp|O22780|FBT9_ARATH Probable folate-biopterin transporter 9; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At2g33280 PE=3 SV=2_505_538,0.442,0.566,0.009470892789493623,0.018967043777668478
sp|O49404|BEH3_ARATH BES1/BZR1 homolog protein 3 OS=Arabidopsis thaliana OX=3702 GN=BEH3 PE=1 SV=1_76_284,0.392,0.535,0.13297133476449047,0.14919822921790457
sp|O64903|NDK2_ARATH Nucleoside diphosphate kinase II; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NDPK2 PE=1 SV=2_1_74,0.41,0.525,0.050469335353790466,0.061564190850959176
tr|O81793|O81793_ARATH Zinc finger (C2H2 type) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g35610 PE=1 SV=1_1_136,0.416,0.557,0.0954245064612535,0.11512051155927203
tr|O81793|O81793_ARATH Zinc finger (C2H2 type) family protein OS=Arabidopsis thaliana OX=3702 GN=At4g35610 PE=1 SV=1_194_271,0.452,0.576,0.054552342467483264,0.06878504672897198
sp|O82239|RFI2_ARATH E3 ubiquitin-protein ligase RFI2 OS=Arabidopsis thaliana OX=3702 GN=RFI2 PE=1 SV=2_1_38,0.46,0.586,0.01692132845056193,0.02821446138711264
sp|O82239|RFI2_ARATH E3 ubiquitin-protein ligase RFI2 OS=Arabidopsis thaliana OX=3702 GN=RFI2 PE=1 SV=2_143_358,0.336,0.362,0.08229153512648903,0.0821249385145106
sp|P0DKG4|MCC07_ARATH MATH domain and coiled-coil domain-containing protein At2g42465 OS=Arabidopsis thaliana OX=3702 GN=At2g42465 PE=4 SV=1_381_415,0.384,0.511,0.006145557098960303,0.012592228234136749
sp|P30188|CML35_ARATH Probable calcium-binding protein CML35 OS=Arabidopsis thaliana OX=3702 GN=CML35 PE=2 SV=2_1_63,0.422,0.56,0.041629835416929745,0.0562321692080669
sp|Q39221|STLP2_ARATH SEC12-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=STL2P PE=1 SV=4_1_69,0.449,0.564,0.04861724965273393,0.05977373339891785
tr|Q3EDK7|Q3EDK7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g02320 PE=4 SV=1_1_48,0.438,0.539,0.024455949825314648,0.032641416625676344
tr|Q682H4|Q682H4_ARATH Structure-specific endonuclease subunit SLX1 homolog OS=Arabidopsis thaliana OX=3702 GN=HIGLE PE=1 SV=1_1_31,0.408,0.592,0.004798585680010097,0.011647811116576484
tr|Q682H4|Q682H4_ARATH Structure-specific endonuclease subunit SLX1 homolog OS=Arabidopsis thaliana OX=3702 GN=HIGLE PE=1 SV=1_177_368,0.41,0.558,0.1306562276381698,0.1522675848499754
sp|Q6NQK2|NAC8_ARATH SUPPRESSOR OF GAMMA RESPONSE 1 OS=Arabidopsis thaliana OX=3702 GN=SOG1 PE=1 SV=1_214_449,0.431,0.573,0.15995285600033674,0.18138711264141666
tr|Q7Y205|Q7Y205_ARATH Quinoprotein amine dehydrogenase; beta chain-like RIC1-like guanyl-nucleotide exchange factor OS=Arabidopsis thaliana OX=3702 GN=At5g28440 PE=2 SV=1_1_84,0.406,0.513,0.05211095677063603,0.06315789473684212
tr|Q8L602|Q8L602_ARATH CCT motif family protein OS=Arabidopsis thaliana OX=3702 GN=CCT101 PE=1 SV=1_1_264,0.375,0.494,0.1503977774971587,0.16021642892277424
tr|Q8L641|Q8L641_ARATH DNA binding protein OS=Arabidopsis thaliana OX=3702 GN=At3g52170 PE=1 SV=1_1_499,0.434,0.567,0.275497748032159,0.29827840629611413
sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1_85_257,0.404,0.537,0.12038557056867448,0.13788489916379734
sp|Q8RX56|UNC13_ARATH Protein unc-13 homolog OS=Arabidopsis thaliana OX=3702 GN=PATROL1 PE=2 SV=1_1055_1101,0.434,0.548,0.023235256976891012,0.03366453516969996
tr|Q8VYN5|Q8VYN5_ARATH Pathogenesis-related thaumatin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g38660 PE=1 SV=1_1_32,0.432,0.576,0.005724628530538366,0.013379242498770292
tr|Q8VYN5|Q8VYN5_ARATH Pathogenesis-related thaumatin superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At4g38660 PE=1 SV=1_247_345,0.421,0.55,0.06524392810540051,0.07952779144121988
tr|Q93ZC6|Q93ZC6_ARATH At4g31872/At4g31872 OS=Arabidopsis thaliana OX=3702 GN=At4g31875 PE=2 SV=1_90_138,0.453,0.571,0.03771519973060571,0.051923266109198236
tr|Q9C5N4|Q9C5N4_ARATH Transducin/WD40 repeat-like superfamily protein OS=Arabidopsis thaliana OX=3702 GN=At1g55680 PE=1 SV=1_1_60,0.467,0.598,0.042471692553773616,0.053831775700934587
sp|Q9C633|AGL97_ARATH Agamous-like MADS-box protein AGL97 OS=Arabidopsis thaliana OX=3702 GN=AGL97 PE=1 SV=1_152_266,0.451,0.596,0.09180452077282483,0.11212985735366456
sp|Q9C6G0|DEXH4_ARATH DExH-box ATP-dependent RNA helicase DExH4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g58050 PE=3 SV=1_1_354,0.408,0.528,0.19337458433303867,0.2271716674864732
sp|Q9C6G0|DEXH4_ARATH DExH-box ATP-dependent RNA helicase DExH4; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g58050 PE=3 SV=1_533_576,0.415,0.569,0.0199520141431999,0.030477127397934085
sp|Q9FFF9|APC1_ARATH Anaphase-promoting complex subunit 1 OS=Arabidopsis thaliana OX=3702 GN=APC1 PE=2 SV=1_145_211,0.413,0.548,0.04684934966536179,0.06146581406787998
tr|Q9FGX3|Q9FGX3_ARATH AT5g49440/K7J8_12 OS=Arabidopsis thaliana OX=3702 GN=At5g49440 PE=2 SV=1_1_181,0.404,0.543,0.12463694910973608,0.13977373339891785
tr|Q9FIL6|Q9FIL6_ARATH At5g58950 OS=Arabidopsis thaliana OX=3702 GN=At5g58950 PE=1 SV=1_1_189,0.414,0.551,0.12632066338342382,0.14181997048696507
sp|Q9FL87|CRR7_ARATH Protein CHLORORESPIRATORY REDUCTION 7; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=CRR7 PE=2 SV=1_1_89,0.419,0.533,0.05867744243801827,0.06703393999016234
sp|Q9FLP0|MA651_ARATH 65-kDa microtubule-associated protein 1 OS=Arabidopsis thaliana OX=3702 GN=MAP65-1 PE=1 SV=1_479_587,0.407,0.549,0.07799806372858524,0.09394982784062961
tr|Q9FLX2|Q9FLX2_ARATH AT hook motif-containing protein OS=Arabidopsis thaliana OX=3702 GN=MXC20.12 PE=1 SV=1_1_47,0.4,0.531,0.024876878393736576,0.036104279390063956
tr|Q9FLX2|Q9FLX2_ARATH AT hook motif-containing protein OS=Arabidopsis thaliana OX=3702 GN=MXC20.12 PE=1 SV=1_106_385,0.429,0.575,0.18457717725302014,0.21457943925233647
tr|Q9FM05|Q9FM05_ARATH At5g62910 OS=Arabidopsis thaliana OX=3702 GN=MQB2.23 PE=1 SV=1_1_219,0.399,0.515,0.12695205623605674,0.1448303000491884
sp|Q9FM66|PLY21_ARATH Putative pectate lyase 21 OS=Arabidopsis thaliana OX=3702 GN=At5g55720 PE=3 SV=1_1_48,0.453,0.56,0.026139664099002397,0.03458927693064437
sp|Q9FMW5|GEML7_ARATH GEM-like protein 7 OS=Arabidopsis thaliana OX=3702 GN=At5g23360 PE=2 SV=1_1_64,0.442,0.565,0.04562865681693816,0.05916379734382687
sp|Q9FN75|AATPI_ARATH AAA-ATPase At5g17760 OS=Arabidopsis thaliana OX=3702 GN=At5g17760 PE=3 SV=1_472_505,0.416,0.516,0.01035484278317969,0.018593212001967535
sp|Q9FNH4|NUD27_ARATH Nudix hydrolase 27; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=NUDT27 PE=1 SV=1_1_61,0.454,0.568,0.042555878267458006,0.05534677816035415
sp|Q9LH50|RAA4D_ARATH Ras-related protein RABA4d OS=Arabidopsis thaliana OX=3702 GN=RABA4D PE=1 SV=1_185_222,0.472,0.585,0.014732499894767851,0.02294146581406788
sp|Q9LIK0|PKP1_ARATH Plastidial pyruvate kinase 1; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PKP1 PE=1 SV=1_1_107,0.42,0.551,0.07677737088016165,0.09219872110181997
sp|Q9LQ16|PPR94_ARATH Pentatricopeptide repeat-containing protein At1g62910 OS=Arabidopsis thaliana OX=3702 GN=At1g62910 PE=2 SV=1_1_49,0.403,0.481,0.02070968556635939,0.027427447122479097
sp|Q9LQQ8|PBL5_ARATH Probable serine/threonine-protein kinase PBL5 OS=Arabidopsis thaliana OX=3702 GN=PBL5 PE=2 SV=1_1_74,0.434,0.56,0.05025887106957949,0.06386620757501231
sp|Q9LQQ8|PBL5_ARATH Probable serine/threonine-protein kinase PBL5 OS=Arabidopsis thaliana OX=3702 GN=PBL5 PE=2 SV=1_383_423,0.439,0.571,0.018857599865302853,0.028430890309886866
sp|Q9LS90|LFR_ARATH Armadillo repeat-containing protein LFR OS=Arabidopsis thaliana OX=3702 GN=LFR PE=1 SV=1_1_54,0.438,0.571,0.03220103548427832,0.04348253812100345
sp|Q9LS90|LFR_ARATH Armadillo repeat-containing protein LFR OS=Arabidopsis thaliana OX=3702 GN=LFR PE=1 SV=1_149_194,0.438,0.518,0.021762006987414238,0.025794392523364493
sp|Q9LUA3|NIMI2_ARATH Protein NIM1-INTERACTING 2 OS=Arabidopsis thaliana OX=3702 GN=NIMIN-2 PE=1 SV=1_1_122,0.41,0.547,0.08022898514122152,0.09755041810132808
sp|Q9LUH9|EPFL5_ARATH EPIDERMAL PATTERNING FACTOR-like protein 5 OS=Arabidopsis thaliana OX=3702 GN=EPFL5 PE=1 SV=1_1_54,0.427,0.559,0.030517321210590555,0.04334481062469258
sp|Q9LVM2|NDHN_ARATH NAD(P)H-quinone oxidoreductase subunit N; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=ndhN PE=1 SV=1_1_45,0.455,0.578,0.026728964094793112,0.04029513034923758
tr|Q9LW16|Q9LW16_ARATH AT3g15630/MSJ11_3 OS=Arabidopsis thaliana OX=3702 GN=At3g15630 PE=2 SV=1_1_56,0.432,0.546,0.03346382118954413,0.045548450565666504
tr|Q9LZQ3|Q9LZQ3_ARATH Heme binding protein OS=Arabidopsis thaliana OX=3702 GN=T12C14_70 PE=1 SV=1_308_361,0.434,0.549,0.032032664056909535,0.04503689129365471
sp|Q9M0G4|TYDC2_ARATH Tyrosine decarboxylase 2 OS=Arabidopsis thaliana OX=3702 GN=TYRDC PE=1 SV=1_1_56,0.395,0.529,0.0234036284042598,0.03327102803738318
sp|Q9M115|ZDH16_ARATH Protein S-acyltransferase 18 OS=Arabidopsis thaliana OX=3702 GN=PAT18 PE=2 SV=2_124_157,0.482,0.631,0.01767899987372142,0.027427447122479097
sp|Q9M115|ZDH16_ARATH Protein S-acyltransferase 18 OS=Arabidopsis thaliana OX=3702 GN=PAT18 PE=2 SV=2_297_508,0.42,0.543,0.1395378204318727,0.1561239547466798
sp|Q9M897|DMP5_ARATH Protein DMP5 OS=Arabidopsis thaliana OX=3702 GN=DMP5 PE=2 SV=1_1_41,0.448,0.554,0.019446899861093568,0.030063944909001484
sp|Q9M8K2|REM21_ARATH B3 domain-containing protein REM21 OS=Arabidopsis thaliana OX=3702 GN=REM21 PE=3 SV=1_1_46,0.4,0.515,0.021088521277939132,0.026463354648303
sp|Q9M8K2|REM21_ARATH B3 domain-containing protein REM21 OS=Arabidopsis thaliana OX=3702 GN=REM21 PE=3 SV=1_129_215,0.429,0.554,0.060866270993812345,0.0735858337432366
sp|Q9S841|PSBO2_ARATH Oxygen-evolving enhancer protein 1-2; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PSBO2 PE=1 SV=1_1_88,0.424,0.563,0.060487435282232604,0.075612395474668
sp|Q9SDA8|FBL10_ARATH F-box/LRR-repeat protein 10 OS=Arabidopsis thaliana OX=3702 GN=FBL10 PE=2 SV=1_597_656,0.496,0.576,0.05131119249063434,0.071952779144122
sp|Q9SHQ8|HIP4_ARATH Heavy metal-associated isoprenylated plant protein 4 OS=Arabidopsis thaliana OX=3702 GN=HIPP04 PE=3 SV=2_78_109,0.467,0.651,0.011070421349496994,0.023039842597147083
sp|Q9SHQ8|HIP4_ARATH Heavy metal-associated isoprenylated plant protein 4 OS=Arabidopsis thaliana OX=3702 GN=HIPP04 PE=3 SV=2_176_236,0.453,0.589,0.03721008544849938,0.05048696507624201
tr|Q9SIL4|Q9SIL4_ARATH At2g20550 OS=Arabidopsis thaliana OX=3702 GN=At2g20550 PE=1 SV=1_1_114,0.406,0.537,0.07239971376857346,0.08489916379734384
sp|Q9SIY5|RER5_ARATH Protein RETICULATA-RELATED 5; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER5 PE=2 SV=1_1_133,0.419,0.552,0.09849728501073368,0.11641908509591736
sp|Q9SIY5|RER5_ARATH Protein RETICULATA-RELATED 5; chloroplastic OS=Arabidopsis thaliana OX=3702 GN=RER5 PE=2 SV=1_697_735,0.441,0.584,0.016752957023193158,0.025991146089522882
sp|Q9SK55|NAC42_ARATH Transcription factor JUNGBRUNNEN 1 OS=Arabidopsis thaliana OX=3702 GN=JUB1 PE=1 SV=1_169_275,0.389,0.505,0.06448625668224102,0.07809149040826367
sp|Q9SLL7|RL311_ARATH Large ribosomal subunit protein eL31z OS=Arabidopsis thaliana OX=3702 GN=RPL31A PE=3 SV=1_78_119,0.46,0.572,0.018731321294776268,0.029276930644367927
tr|Q9SN77|Q9SN77_ARATH Transcription regulator/ zinc ion binding protein OS=Arabidopsis thaliana OX=3702 GN=F1P2.160 PE=1 SV=1_86_138,0.457,0.596,0.036620785452708665,0.05038858829316282
tr|Q9SN77|Q9SN77_ARATH Transcription regulator/ zinc ion binding protein OS=Arabidopsis thaliana OX=3702 GN=F1P2.160 PE=1 SV=1_302_408,0.407,0.54,0.07749294944647891,0.09107722577471718
sp|Q9SQZ9|PITH1_ARATH PITH domain-containing protein At3g04780 OS=Arabidopsis thaliana OX=3702 GN=At3g04780 PE=1 SV=2_1_53,0.44,0.549,0.028370585511638676,0.041239547466797845
tr|Q9STI8|Q9STI8_ARATH Maspardin OS=Arabidopsis thaliana OX=3702 GN=At4g12230 PE=1 SV=1_277_345,0.421,0.568,0.04798585680010103,0.06203639940973931
sp|Q9SX90|PUP20_ARATH Putative purine permease 20 OS=Arabidopsis thaliana OX=3702 GN=PUP20 PE=5 SV=1_1_34,0.449,0.544,0.012627857052658157,0.02209542547958682
sp|Q9T068|EPFL2_ARATH EPIDERMAL PATTERNING FACTOR-like protein 2 OS=Arabidopsis thaliana OX=3702 GN=EPFL2 PE=2 SV=1_1_128,0.421,0.549,0.08953150650334636,0.10160354156419085
sp|Q9XEE8|P2C30_ARATH Probable protein phosphatase 2C 30 OS=Arabidopsis thaliana OX=3702 GN=PP2C5 PE=2 SV=1_1_115,0.449,0.559,0.09744496358967883,0.11057550418101329
tr|A0A1I9LLJ3|A0A1I9LLJ3_ARATH Spc97 / Spc98 family of spindle pole body (SBP) component OS=Arabidopsis thaliana OX=3702 GN=At3g43610 PE=1 SV=1_1_54,0.452,0.552,0.03800984972850107,0.047279881947860314
tr|A0A1I9LLJ3|A0A1I9LLJ3_ARATH Spc97 / Spc98 family of spindle pole body (SBP) component OS=Arabidopsis thaliana OX=3702 GN=At3g43610 PE=1 SV=1_460_845,0.387,0.523,0.19337458433303867,0.20979832759468767
tr|A0A1P8ATJ3|A0A1P8ATJ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g60670 PE=1 SV=1_1_47,0.426,0.567,0.023487814117944185,0.035435317265125436
tr|A0A1P8ATJ3|A0A1P8ATJ3_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At1g60670 PE=1 SV=1_108_151,0.451,0.535,0.023151071263206625,0.03313330054107231
tr|A0A1P8B8C5|A0A1P8B8C5_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=At4g00925 PE=4 SV=1_1_41,0.427,0.567,0.017973649871616777,0.029257255287752092
tr|A0A1P8BBX7|A0A1P8BBX7_ARATH Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=MGN6.6 PE=4 SV=1_116_151,0.421,0.565,0.011701814202129896,0.021741269060501722
tr|A0A1P8BGM4|A0A1P8BGM4_ARATH Lysine histidine transporter-like protein OS=Arabidopsis thaliana OX=3702 GN=At5g39715 PE=4 SV=1_1_111,0.4,0.516,0.06861135665277601,0.0823807181505165
